Location,Rural/Urban,School Category,School Management,Primary (I-V),Secondary (IX-X),Higher Secondary (XI-XII)
KURNOOL,Rural,SS (VI-X),Department of Education,0,4131,0
KURNOOL,Urban,SS (VI-X),Department of Education,0,4347,0
KURNOOL,Urban,UPS (I-VIII),Department of Education,320,0,0
KURNOOL,Rural,HSS (XI-XII),Government Aided,0,0,601
KURNOOL,Urban,HSS (XI-XII),Government Aided,0,0,921
KURNOOL,Rural,PS (I-V),Government Aided,2228,0,0
KURNOOL,Urban,PS (I-V),Government Aided,3184,0,0
KURNOOL,Rural,SS (VI-X),Government Aided,0,799,0
KURNOOL,Urban,SS (VI-X),Government Aided,0,1945,0
KURNOOL,Rural,UPS (I-VIII),Government Aided,117,0,0
KURNOOL,Urban,UPS (I-VIII),Government Aided,1258,0,0
KURNOOL,Rural,HSS (VI-XII),Jawahar Navodaya Vidyalaya,0,159,78
KURNOOL,Urban,SS (I-X),Kendriya Vidyalaya / Central School,452,166,0
KURNOOL,Rural,PS (I-V),Local body,153953,0,0
KURNOOL,Urban,PS (I-V),Local body,27300,0,0
KURNOOL,Rural,SS (I-X),Local body,6264,7368,0
KURNOOL,Urban,SS (I-X),Local body,3353,2790,0
KURNOOL,Rural,SS (VI-X),Local body,0,35552,0
KURNOOL,Urban,SS (VI-X),Local body,0,7835,0
KURNOOL,Rural,UPS (I-VIII),Local body,35077,0,0
KURNOOL,Urban,UPS (I-VIII),Local body,3441,0,0
KURNOOL,Rural,PS (I-V),Madarsa unrecognized,79,0,0
KURNOOL,Urban,PS (I-V),Madarsa unrecognized,630,0,0
KURNOOL,Urban,SS (I-X),Madarsa unrecognized,11,19,0
KURNOOL,Rural,UPS (I-VIII),Madarsa unrecognized,157,0,0
KURNOOL,Urban,UPS (I-VIII),Madarsa unrecognized,1368,0,0
KURNOOL,Urban,PS (I-V),Other Govt. managed schools,68,0,0
KURNOOL,Urban,UPS (I-VIII),Other Govt. managed schools,57,0,0
KURNOOL,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,14668
KURNOOL,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,30359
KURNOOL,Rural,PS (I-V),Private Unaided (Recognized),32027,0,0
KURNOOL,Urban,PS (I-V),Private Unaided (Recognized),54394,0,0
KURNOOL,Rural,SS (I-X),Private Unaided (Recognized),2809,2891,0
KURNOOL,Urban,SS (I-X),Private Unaided (Recognized),4531,1459,0
KURNOOL,Rural,SS (VI-X),Private Unaided (Recognized),0,9326,0
KURNOOL,Urban,SS (VI-X),Private Unaided (Recognized),0,23299,0
KURNOOL,Rural,UPS (I-VIII),Private Unaided (Recognized),36662,0,0
KURNOOL,Urban,UPS (I-VIII),Private Unaided (Recognized),24069,0,0
KURNOOL,Rural,HSS (I-XII),Social welfare Department,775,1569,1460
KURNOOL,Urban,HSS (I-XII),Social welfare Department,220,465,421
KURNOOL,Rural,HSS (XI-XII),Social welfare Department,0,0,624
KURNOOL,Rural,HSS (VI-XII),Tribal Welfare Department,0,88,126
KURNOOL,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,551
KURNOOL,Rural,PS (I-V),Tribal Welfare Department,186,0,0
KURNOOL,Rural,SS (I-X),Tribal Welfare Department,864,587,0
KURNOOL,Urban,SS (I-X),Tribal Welfare Department,140,149,0
KURNOOL,Rural,UPS (I-VIII),Tribal Welfare Department,98,0,0
KURNOOL,Urban,UPS (I-VIII),Unrecognized,11,0,0
NELLORE,Rural,HSS (I-XII),Department of Education,152,724,434
NELLORE,Rural,HSS (VI-XII),Department of Education,0,1710,1541
NELLORE,Urban,HSS (VI-XII),Department of Education,0,234,232
NELLORE,Rural,HSS (XI-XII),Department of Education,0,0,4077
NELLORE,Urban,HSS (XI-XII),Department of Education,0,0,4473
NELLORE,Rural,PS (I-V),Department of Education,127,0,0
NELLORE,Urban,PS (I-V),Department of Education,195,0,0
NELLORE,Rural,SS (I-X),Department of Education,405,709,0
NELLORE,Urban,SS (I-X),Department of Education,259,702,0
NELLORE,Rural,SS (VI-X),Department of Education,0,1308,0
NELLORE,Urban,SS (VI-X),Department of Education,0,786,0
NELLORE,Rural,HSS (VI-XII),Government Aided,0,322,486
NELLORE,Rural,HSS (XI-XII),Government Aided,0,0,447
NELLORE,Urban,HSS (XI-XII),Government Aided,0,0,1910
NELLORE,Rural,PS (I-V),Government Aided,430,0,0
NELLORE,Urban,PS (I-V),Government Aided,1234,0,0
NELLORE,Rural,SS (I-X),Government Aided,82,87,0
NELLORE,Rural,SS (VI-X),Government Aided,0,71,0
NELLORE,Urban,SS (VI-X),Government Aided,0,737,0
NELLORE,Rural,UPS (I-VIII),Government Aided,179,0,0
NELLORE,Urban,UPS (I-VIII),Government Aided,220,0,0
NELLORE,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,0,163,0
NELLORE,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,668,159,56
NELLORE,Rural,PS (I-V),Kendriya Vidyalaya / Central School,31,0,0
NELLORE,Urban,SS (I-X),Kendriya Vidyalaya / Central School,790,314,0
NELLORE,Rural,SS (VI-X),Kendriya Vidyalaya / Central School,0,38,0
NELLORE,Urban,HSS (XI-XII),Local body,0,0,241
NELLORE,Rural,PS (I-V),Local body,88669,0,0
NELLORE,Urban,PS (I-V),Local body,19917,0,0
NELLORE,Rural,SS (I-X),Local body,3125,6656,0
NELLORE,Urban,SS (I-X),Local body,527,934,0
NELLORE,Rural,SS (VI-X),Local body,0,19111,0
NELLORE,Urban,SS (VI-X),Local body,0,8268,0
NELLORE,Rural,UPS (I-VIII),Local body,17583,0,0
NELLORE,Urban,UPS (I-VIII),Local body,3052,0,0
NELLORE,Rural,PS (I-V),Madarsa unrecognized,35,0,0
NELLORE,Urban,PS (I-V),Madarsa unrecognized,141,0,0
NELLORE,Rural,UPS (I-VIII),Madarsa unrecognized,72,0,0
NELLORE,Urban,UPS (I-VIII),Madarsa unrecognized,317,0,0
NELLORE,Rural,HSS (I-XII),Private Unaided (Recognized),123,139,136
NELLORE,Urban,HSS (I-XII),Private Unaided (Recognized),368,344,108
NELLORE,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,11695
NELLORE,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,28623
NELLORE,Rural,PS (I-V),Private Unaided (Recognized),14827,0,0
NELLORE,Urban,PS (I-V),Private Unaided (Recognized),34178,0,0
NELLORE,Rural,SS (I-X),Private Unaided (Recognized),1945,886,0
NELLORE,Urban,SS (I-X),Private Unaided (Recognized),811,436,0
NELLORE,Rural,SS (VI-X),Private Unaided (Recognized),0,6444,0
NELLORE,Urban,SS (VI-X),Private Unaided (Recognized),0,16573,0
NELLORE,Rural,UPS (I-VIII),Private Unaided (Recognized),7911,0,0
NELLORE,Urban,UPS (I-VIII),Private Unaided (Recognized),9633,0,0
NELLORE,Rural,HSS (I-XII),Social welfare Department,769,1548,1517
NELLORE,Urban,HSS (I-XII),Social welfare Department,236,547,159
NELLORE,Rural,SS (I-X),Social welfare Department,154,317,0
NELLORE,Rural,HSS (I-XII),Tribal Welfare Department,0,132,120
NELLORE,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,227
NELLORE,Rural,PS (I-V),Tribal Welfare Department,389,0,0
NELLORE,Rural,SS (I-X),Tribal Welfare Department,426,824,0
NELLORE,Urban,SS (I-X),Tribal Welfare Department,186,253,0
NELLORE,Rural,SS (VI-X),Tribal Welfare Department,0,101,0
NELLORE,Rural,UPS (I-VIII),Tribal Welfare Department,127,0,0
PRAKASAM,Rural,HSS (I-XII),Department of Education,0,133,127
PRAKASAM,Rural,HSS (VI-XII),Department of Education,0,2308,1925
PRAKASAM,Urban,HSS (VI-XII),Department of Education,0,394,345
PRAKASAM,Rural,HSS (XI-XII),Department of Education,0,0,6133
PRAKASAM,Urban,HSS (XI-XII),Department of Education,0,0,3318
PRAKASAM,Rural,PS (I-V),Department of Education,267,0,0
PRAKASAM,Urban,PS (I-V),Department of Education,307,0,0
PRAKASAM,Rural,SS (I-X),Department of Education,279,646,0
PRAKASAM,Urban,SS (I-X),Department of Education,18,33,0
PRAKASAM,Rural,SS (VI-X),Department of Education,0,5803,0
PRAKASAM,Urban,SS (VI-X),Department of Education,0,1618,0
PRAKASAM,Rural,HSS (XI-XII),Government Aided,0,0,1188
PRAKASAM,Urban,HSS (XI-XII),Government Aided,0,0,1578
PRAKASAM,Rural,PS (I-V),Government Aided,4136,0,0
PRAKASAM,Urban,PS (I-V),Government Aided,3145,0,0
PRAKASAM,Rural,SS (VI-X),Government Aided,0,2136,0
PRAKASAM,Urban,SS (VI-X),Government Aided,0,863,0
PRAKASAM,Rural,UPS (I-VIII),Government Aided,1430,0,0
PRAKASAM,Urban,UPS (I-VIII),Government Aided,1382,0,0
PRAKASAM,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,0,156,0
PRAKASAM,Urban,SS (VI-X),Jawahar Navodaya Vidyalaya,0,156,0
PRAKASAM,Urban,SS (I-X),Kendriya Vidyalaya / Central School,525,226,0
PRAKASAM,Rural,UPS (I-VIII),Kendriya Vidyalaya / Central School,239,0,0
PRAKASAM,Urban,UPS (I-VIII),Kendriya Vidyalaya / Central School,217,0,0
PRAKASAM,Rural,HSS (I-XII),Local body,92,0,0
PRAKASAM,Rural,PS (I-V),Local body,125406,0,0
PRAKASAM,Urban,PS (I-V),Local body,11784,0,0
PRAKASAM,Rural,SS (I-X),Local body,114,37,0
PRAKASAM,Rural,SS (VI-X),Local body,0,35956,0
PRAKASAM,Urban,SS (VI-X),Local body,0,5478,0
PRAKASAM,Rural,UPS (I-VIII),Local body,21233,0,0
PRAKASAM,Urban,UPS (I-VIII),Local body,1842,0,0
PRAKASAM,Rural,PS (I-V),Madarsa unrecognized,31,0,0
PRAKASAM,Urban,PS (I-V),Madarsa unrecognized,52,0,0
PRAKASAM,Urban,SS (I-X),Madarsa unrecognized,7,14,0
PRAKASAM,Rural,UPS (I-VIII),Madarsa unrecognized,36,0,0
PRAKASAM,Urban,UPS (I-VIII),Madarsa unrecognized,78,0,0
PRAKASAM,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,10847
PRAKASAM,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,24051
PRAKASAM,Rural,PS (I-V),Private Unaided (Recognized),24349,0,0
PRAKASAM,Urban,PS (I-V),Private Unaided (Recognized),20759,0,0
PRAKASAM,Rural,SS (I-X),Private Unaided (Recognized),3967,1770,0
PRAKASAM,Urban,SS (I-X),Private Unaided (Recognized),8184,3970,0
PRAKASAM,Rural,SS (VI-X),Private Unaided (Recognized),0,11834,0
PRAKASAM,Urban,SS (VI-X),Private Unaided (Recognized),0,12224,0
PRAKASAM,Rural,UPS (I-VIII),Private Unaided (Recognized),9853,0,0
PRAKASAM,Urban,UPS (I-VIII),Private Unaided (Recognized),6143,0,0
PRAKASAM,Rural,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
PRAKASAM,Urban,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
PRAKASAM,Rural,HSS (I-XII),Social welfare Department,498,1211,1030
PRAKASAM,Urban,HSS (I-XII),Social welfare Department,150,312,285
PRAKASAM,Rural,HSS (XI-XII),Social welfare Department,0,0,380
PRAKASAM,Rural,SS (I-X),Social welfare Department,406,842,0
PRAKASAM,Urban,SS (I-X),Social welfare Department,76,147,0
PRAKASAM,Rural,SS (VI-X),Social welfare Department,0,0,0
PRAKASAM,Rural,HSS (I-XII),Tribal Welfare Department,91,187,180
PRAKASAM,Rural,PS (I-V),Tribal Welfare Department,738,0,0
PRAKASAM,Urban,PS (I-V),Tribal Welfare Department,147,0,0
PRAKASAM,Rural,SS (I-X),Tribal Welfare Department,883,545,0
PRAKASAM,Urban,SS (I-X),Tribal Welfare Department,244,318,0
PRAKASAM,Rural,UPS (I-VIII),Tribal Welfare Department,550,0,0
SRIKAKULAM,Rural,HSS (I-XII),Department of Education,0,1101,753
SRIKAKULAM,Rural,HSS (VI-XII),Department of Education,0,3076,2348
SRIKAKULAM,Urban,HSS (VI-XII),Department of Education,0,268,180
SRIKAKULAM,Rural,HSS (XI-XII),Department of Education,0,0,13541
SRIKAKULAM,Urban,HSS (XI-XII),Department of Education,0,0,7343
SRIKAKULAM,Rural,PS (I-V),Department of Education,885,0,0
SRIKAKULAM,Urban,PS (I-V),Department of Education,209,0,0
SRIKAKULAM,Rural,SS (I-X),Department of Education,441,747,0
SRIKAKULAM,Urban,SS (I-X),Department of Education,65,148,0
SRIKAKULAM,Rural,SS (VI-X),Department of Education,0,4740,0
SRIKAKULAM,Urban,SS (VI-X),Department of Education,0,2398,0
SRIKAKULAM,Rural,UPS (I-VIII),Department of Education,52,0,0
SRIKAKULAM,Rural,PS (I-V),Government Aided,36,0,0
SRIKAKULAM,Urban,PS (I-V),Government Aided,20,0,0
SRIKAKULAM,Urban,UPS (I-VIII),Government Aided,69,0,0
SRIKAKULAM,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,0,158,0
SRIKAKULAM,Rural,SS (I-X),Kendriya Vidyalaya / Central School,470,156,0
SRIKAKULAM,Rural,PS (I-V),Local body,85779,0,0
SRIKAKULAM,Urban,PS (I-V),Local body,8464,0,0
SRIKAKULAM,Rural,SS (I-X),Local body,98,0,0
SRIKAKULAM,Rural,SS (VI-X),Local body,0,34765,0
SRIKAKULAM,Urban,SS (VI-X),Local body,0,3977,0
SRIKAKULAM,Rural,UPS (I-VIII),Local body,27134,0,0
SRIKAKULAM,Urban,UPS (I-VIII),Local body,1567,0,0
SRIKAKULAM,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,18309
SRIKAKULAM,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,14558
SRIKAKULAM,Rural,PS (I-V),Private Unaided (Recognized),12674,0,0
SRIKAKULAM,Urban,PS (I-V),Private Unaided (Recognized),10653,0,0
SRIKAKULAM,Rural,SS (I-X),Private Unaided (Recognized),7560,3813,0
SRIKAKULAM,Urban,SS (I-X),Private Unaided (Recognized),4845,1782,0
SRIKAKULAM,Rural,SS (VI-X),Private Unaided (Recognized),0,6499,0
SRIKAKULAM,Urban,SS (VI-X),Private Unaided (Recognized),0,5448,0
SRIKAKULAM,Rural,UPS (I-VIII),Private Unaided (Recognized),11263,0,0
SRIKAKULAM,Urban,UPS (I-VIII),Private Unaided (Recognized),4434,0,0
SRIKAKULAM,Rural,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
SRIKAKULAM,Rural,HSS (I-XII),Social welfare Department,561,1414,1108
SRIKAKULAM,Rural,HSS (XI-XII),Social welfare Department,0,0,289
SRIKAKULAM,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,1156
SRIKAKULAM,Rural,PS (I-V),Tribal Welfare Department,3967,0,0
SRIKAKULAM,Rural,SS (I-X),Tribal Welfare Department,1853,3258,0
SRIKAKULAM,Urban,SS (I-X),Tribal Welfare Department,29,45,0
SRIKAKULAM,Rural,SS (VI-X),Tribal Welfare Department,0,135,0
SRIKAKULAM,Urban,SS (VI-X),Tribal Welfare Department,0,107,0
SRIKAKULAM,Rural,UPS (I-VIII),Tribal Welfare Department,381,0,0
SRIKAKULAM,Rural,UPS (VI-VIII),Tribal Welfare Department,0,0,0
SRIKAKULAM,Urban,UPS (I-VIII),Unrecognized,310,0,0
VISAKHAPATNAM,Rural,HSS (I-XII),Department of Education,79,2281,2143
VISAKHAPATNAM,Urban,HSS (I-XII),Department of Education,159,315,161
VISAKHAPATNAM,Rural,HSS (VI-XII),Department of Education,0,1532,1083
VISAKHAPATNAM,Rural,HSS (XI-XII),Department of Education,0,0,13949
VISAKHAPATNAM,Urban,HSS (XI-XII),Department of Education,0,0,6703
VISAKHAPATNAM,Rural,PS (I-V),Department of Education,5120,0,0
VISAKHAPATNAM,Urban,PS (I-V),Department of Education,231,0,0
VISAKHAPATNAM,Rural,SS (I-X),Department of Education,201,313,0
VISAKHAPATNAM,Urban,SS (I-X),Department of Education,142,251,0
VISAKHAPATNAM,Rural,SS (VI-X),Department of Education,0,3129,0
VISAKHAPATNAM,Urban,SS (VI-X),Department of Education,0,627,0
VISAKHAPATNAM,Rural,UPS (I-VIII),Department of Education,2229,0,0
VISAKHAPATNAM,Urban,UPS (I-VIII),Department of Education,8,0,0
VISAKHAPATNAM,Rural,HSS (XI-XII),Government Aided,0,0,2723
VISAKHAPATNAM,Urban,HSS (XI-XII),Government Aided,0,0,3891
VISAKHAPATNAM,Rural,PS (I-V),Government Aided,1070,0,0
VISAKHAPATNAM,Urban,PS (I-V),Government Aided,2776,0,0
VISAKHAPATNAM,Urban,SS (I-X),Government Aided,11,0,0
VISAKHAPATNAM,Rural,SS (VI-X),Government Aided,0,940,0
VISAKHAPATNAM,Urban,SS (VI-X),Government Aided,0,2045,0
VISAKHAPATNAM,Urban,UPS (I-VIII),Government Aided,721,0,0
VISAKHAPATNAM,Urban,SS (VI-X),Jawahar Navodaya Vidyalaya,0,139,0
VISAKHAPATNAM,Rural,SS (I-X),Kendriya Vidyalaya / Central School,718,274,0
VISAKHAPATNAM,Urban,SS (I-X),Kendriya Vidyalaya / Central School,4762,1965,0
VISAKHAPATNAM,Rural,PS (I-V),Local body,103951,0,0
VISAKHAPATNAM,Urban,PS (I-V),Local body,22555,0,0
VISAKHAPATNAM,Rural,SS (I-X),Local body,0,19,0
VISAKHAPATNAM,Rural,SS (VI-X),Local body,0,36421,0
VISAKHAPATNAM,Urban,SS (VI-X),Local body,0,9994,0
VISAKHAPATNAM,Rural,UPS (I-VIII),Local body,16689,0,0
VISAKHAPATNAM,Urban,UPS (I-VIII),Local body,1605,0,0
VISAKHAPATNAM,Rural,PS (I-V),Madarsa unrecognized,27,0,0
VISAKHAPATNAM,Urban,PS (I-V),Madarsa unrecognized,56,0,0
VISAKHAPATNAM,Rural,SS (I-X),Madarsa unrecognized,50,20,0
VISAKHAPATNAM,Rural,UPS (I-VIII),Madarsa unrecognized,322,0,0
VISAKHAPATNAM,Urban,UPS (I-VIII),Madarsa unrecognized,119,0,0
VISAKHAPATNAM,Rural,HSS (I-XII),Private Unaided (Recognized),10,4,4
VISAKHAPATNAM,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,31576
VISAKHAPATNAM,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,37344
VISAKHAPATNAM,Rural,PS (I-V),Private Unaided (Recognized),27123,0,0
VISAKHAPATNAM,Urban,PS (I-V),Private Unaided (Recognized),22087,0,0
VISAKHAPATNAM,Rural,SS (I-X),Private Unaided (Recognized),34399,13134,0
VISAKHAPATNAM,Urban,SS (I-X),Private Unaided (Recognized),41631,16185,0
VISAKHAPATNAM,Rural,SS (VI-X),Private Unaided (Recognized),0,16232,0
VISAKHAPATNAM,Urban,SS (VI-X),Private Unaided (Recognized),0,12831,0
VISAKHAPATNAM,Rural,UPS (I-VIII),Private Unaided (Recognized),24132,0,0
VISAKHAPATNAM,Urban,UPS (I-VIII),Private Unaided (Recognized),11141,0,0
VISAKHAPATNAM,Rural,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
VISAKHAPATNAM,Urban,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
VISAKHAPATNAM,Rural,HSS (I-XII),Social welfare Department,366,933,586
VISAKHAPATNAM,Urban,HSS (I-XII),Social welfare Department,317,708,720
VISAKHAPATNAM,Rural,SS (I-X),Social welfare Department,157,383,0
VISAKHAPATNAM,Rural,HSS (I-XII),Tribal Welfare Department,0,157,180
VISAKHAPATNAM,Rural,HSS (VI-XII),Tribal Welfare Department,0,0,0
VISAKHAPATNAM,Urban,HSS (VI-XII),Tribal Welfare Department,0,84,176
VISAKHAPATNAM,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,3492
VISAKHAPATNAM,Rural,PS (I-V),Tribal Welfare Department,16584,0,0
VISAKHAPATNAM,Rural,SS (I-X),Tribal Welfare Department,5481,11411,0
VISAKHAPATNAM,Urban,SS (I-X),Tribal Welfare Department,80,147,0
VISAKHAPATNAM,Rural,SS (VI-X),Tribal Welfare Department,0,613,0
VISAKHAPATNAM,Rural,UPS (I-VIII),Tribal Welfare Department,677,0,0
VISAKHAPATNAM,Rural,UPS (VI-VIII),Tribal Welfare Department,0,0,0
VISAKHAPATNAM,Rural,UPS (I-VIII),Unrecognized,327,0,0
VIZIANAGARAM,Rural,HSS (I-XII),Department of Education,0,831,684
VIZIANAGARAM,Urban,HSS (I-XII),Department of Education,74,156,193
VIZIANAGARAM,Rural,HSS (VI-XII),Department of Education,0,4022,3113
VIZIANAGARAM,Urban,HSS (VI-XII),Department of Education,0,431,206
VIZIANAGARAM,Rural,HSS (XI-XII),Department of Education,0,0,8807
VIZIANAGARAM,Urban,HSS (XI-XII),Department of Education,0,0,3528
VIZIANAGARAM,Rural,PS (I-V),Department of Education,2311,0,0
VIZIANAGARAM,Urban,PS (I-V),Department of Education,99,0,0
VIZIANAGARAM,Rural,SS (I-X),Department of Education,337,752,0
VIZIANAGARAM,Urban,SS (I-X),Department of Education,202,513,0
VIZIANAGARAM,Rural,SS (VI-X),Department of Education,0,868,0
VIZIANAGARAM,Urban,SS (VI-X),Department of Education,0,1218,0
VIZIANAGARAM,Rural,UPS (I-VIII),Department of Education,121,0,0
VIZIANAGARAM,Urban,UPS (I-VIII),Department of Education,86,0,0
VIZIANAGARAM,Rural,HSS (XI-XII),Government Aided,0,0,651
VIZIANAGARAM,Rural,PS (I-V),Government Aided,1055,0,0
VIZIANAGARAM,Urban,PS (I-V),Government Aided,960,0,0
VIZIANAGARAM,Urban,SS (VI-X),Government Aided,0,602,0
VIZIANAGARAM,Urban,UPS (I-VIII),Government Aided,74,0,0
VIZIANAGARAM,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,0,159,0
VIZIANAGARAM,Urban,SS (I-X),Kendriya Vidyalaya / Central School,422,185,0
VIZIANAGARAM,Rural,PS (I-V),Local body,67562,0,0
VIZIANAGARAM,Urban,PS (I-V),Local body,11031,0,0
VIZIANAGARAM,Rural,SS (I-X),Local body,1508,3564,0
VIZIANAGARAM,Rural,SS (VI-X),Local body,0,24759,0
VIZIANAGARAM,Urban,SS (VI-X),Local body,0,3637,0
VIZIANAGARAM,Rural,UPS (I-VIII),Local body,13476,0,0
VIZIANAGARAM,Urban,UPS (I-VIII),Local body,244,0,0
VIZIANAGARAM,Rural,HSS (I-XII),Private Unaided (Recognized),588,160,83
VIZIANAGARAM,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,15531
VIZIANAGARAM,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,17036
VIZIANAGARAM,Rural,PS (I-V),Private Unaided (Recognized),11542,0,0
VIZIANAGARAM,Urban,PS (I-V),Private Unaided (Recognized),12394,0,0
VIZIANAGARAM,Rural,SS (I-X),Private Unaided (Recognized),1036,224,0
VIZIANAGARAM,Urban,SS (I-X),Private Unaided (Recognized),1214,586,0
VIZIANAGARAM,Rural,SS (VI-X),Private Unaided (Recognized),0,4320,0
VIZIANAGARAM,Urban,SS (VI-X),Private Unaided (Recognized),0,7346,0
VIZIANAGARAM,Rural,UPS (I-VIII),Private Unaided (Recognized),8601,0,0
VIZIANAGARAM,Urban,UPS (I-VIII),Private Unaided (Recognized),6199,0,0
VIZIANAGARAM,Rural,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
VIZIANAGARAM,Urban,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
VIZIANAGARAM,Rural,HSS (VI-XII),Sainik School,0,168,187
VIZIANAGARAM,Rural,HSS (I-XII),Social welfare Department,436,1232,1063
VIZIANAGARAM,Urban,HSS (I-XII),Social welfare Department,132,311,203
VIZIANAGARAM,Urban,HSS (I-XII),Tribal Welfare Department,57,140,172
VIZIANAGARAM,Rural,HSS (VI-XII),Tribal Welfare Department,0,90,176
VIZIANAGARAM,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,1140
VIZIANAGARAM,Rural,PS (I-V),Tribal Welfare Department,4144,0,0
VIZIANAGARAM,Rural,SS (I-X),Tribal Welfare Department,3608,3916,0
VIZIANAGARAM,Urban,SS (I-X),Tribal Welfare Department,125,452,0
VIZIANAGARAM,Rural,SS (VI-X),Tribal Welfare Department,0,236,0
VIZIANAGARAM,Rural,UPS (I-VIII),Tribal Welfare Department,206,0,0
VIZIANAGARAM,Rural,UPS (VI-VIII),Tribal Welfare Department,0,0,0
WEST GODAVARI,Rural,HSS (I-XII),Department of Education,0,74,80
WEST GODAVARI,Rural,HSS (XI-XII),Department of Education,0,0,5323
WEST GODAVARI,Urban,HSS (XI-XII),Department of Education,0,0,6037
WEST GODAVARI,Rural,PS (I-V),Department of Education,266,0,0
WEST GODAVARI,Rural,SS (I-X),Department of Education,351,664,0
WEST GODAVARI,Rural,SS (VI-X),Department of Education,0,1997,0
WEST GODAVARI,Urban,SS (VI-X),Department of Education,0,569,0
WEST GODAVARI,Rural,HSS (XI-XII),Government Aided,0,0,3478
WEST GODAVARI,Urban,HSS (XI-XII),Government Aided,0,0,3991
WEST GODAVARI,Rural,PS (I-V),Government Aided,4902,0,0
WEST GODAVARI,Urban,PS (I-V),Government Aided,2132,0,0
WEST GODAVARI,Urban,SS (I-X),Government Aided,10,12,0
WEST GODAVARI,Rural,SS (VI-X),Government Aided,0,724,0
WEST GODAVARI,Urban,SS (VI-X),Government Aided,0,1845,0
WEST GODAVARI,Rural,UPS (I-VIII),Government Aided,503,0,0
WEST GODAVARI,Urban,UPS (I-VIII),Government Aided,42,0,0
WEST GODAVARI,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,0,154,0
WEST GODAVARI,Urban,SS (I-X),Kendriya Vidyalaya / Central School,381,71,0
WEST GODAVARI,Rural,PS (I-V),Local body,117167,0,0
WEST GODAVARI,Urban,PS (I-V),Local body,14678,0,0
WEST GODAVARI,Rural,SS (VI-X),Local body,0,48067,0
WEST GODAVARI,Urban,SS (VI-X),Local body,0,8870,0
WEST GODAVARI,Rural,UPS (I-VIII),Local body,19675,0,0
WEST GODAVARI,Urban,UPS (I-VIII),Local body,2712,0,0
WEST GODAVARI,Rural,SS (I-X),Madarsa unrecognized,7,5,0
WEST GODAVARI,Urban,SS (I-X),Madarsa unrecognized,38,20,0
WEST GODAVARI,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,17857
WEST GODAVARI,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,34707
WEST GODAVARI,Rural,PS (I-V),Private Unaided (Recognized),23303,0,0
WEST GODAVARI,Urban,PS (I-V),Private Unaided (Recognized),18099,0,0
WEST GODAVARI,Rural,SS (I-X),Private Unaided (Recognized),18509,6476,0
WEST GODAVARI,Urban,SS (I-X),Private Unaided (Recognized),18694,7408,0
WEST GODAVARI,Rural,SS (VI-X),Private Unaided (Recognized),0,10093,0
WEST GODAVARI,Urban,SS (VI-X),Private Unaided (Recognized),0,9715,0
WEST GODAVARI,Rural,UPS (I-VIII),Private Unaided (Recognized),25783,0,0
WEST GODAVARI,Urban,UPS (I-VIII),Private Unaided (Recognized),7929,0,0
WEST GODAVARI,Rural,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
WEST GODAVARI,Urban,UPS (VI-VIII),Private Unaided (Recognized),0,0,0
WEST GODAVARI,Rural,HSS (I-XII),Social welfare Department,389,855,776
WEST GODAVARI,Rural,HSS (XI-XII),Social welfare Department,0,0,297
WEST GODAVARI,Rural,SS (I-X),Social welfare Department,468,1011,0
WEST GODAVARI,Urban,SS (I-X),Social welfare Department,95,272,0
WEST GODAVARI,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,892
WEST GODAVARI,Rural,PS (I-V),Tribal Welfare Department,1067,0,0
WEST GODAVARI,Rural,SS (I-X),Tribal Welfare Department,1311,2114,0
