Location,Rural/Urban,School Category,School Management,Primary (I-V),Secondary (IX-X),Higher Secondary (XI-XII)
KARIMNAGAR,Urban,SS (I-X),Department of Education,168,362,0
KARIMNAGAR,Rural,SS (VI-X),Department of Education,0,388,0
KARIMNAGAR,Urban,SS (VI-X),Department of Education,0,1590,0
KARIMNAGAR,Urban,UPS (I-VIII),Department of Education,212,0,0
KARIMNAGAR,Urban,PS (I-V),Government Aided,0,0,0
KARIMNAGAR,Urban,SS (I-X),Government Aided,781,356,0
KARIMNAGAR,Urban,SS (VI-X),Government Aided,0,0,0
KARIMNAGAR,Urban,UPS (I-VIII),Government Aided,56,0,0
KARIMNAGAR,Urban,HSS (VI-XII),Jawahar Navodaya Vidyalaya,0,153,0
KARIMNAGAR,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,260,168,25
KARIMNAGAR,Rural,PS (I-V),Local body,16689,0,0
KARIMNAGAR,Urban,PS (I-V),Local body,2113,0,0
KARIMNAGAR,Rural,SS (VI-X),Local body,0,4598,0
KARIMNAGAR,Urban,SS (VI-X),Local body,0,874,0
KARIMNAGAR,Rural,UPS (I-VIII),Local body,3936,0,0
KARIMNAGAR,Urban,UPS (I-VIII),Local body,344,0,0
KARIMNAGAR,Rural,PS (I-V),Madarsa unrecognized,9,0,0
KARIMNAGAR,Urban,PS (I-V),Madarsa unrecognized,13,0,0
KARIMNAGAR,Urban,SS (I-X),Madarsa unrecognized,19,18,0
KARIMNAGAR,Rural,UPS (I-VIII),Madarsa unrecognized,0,0,0
KARIMNAGAR,Urban,HSS (I-XII),Private Unaided (Recognized),1477,922,99
KARIMNAGAR,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,1110
KARIMNAGAR,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,20215
KARIMNAGAR,Rural,PS (I-V),Private Unaided (Recognized),512,0,0
KARIMNAGAR,Urban,PS (I-V),Private Unaided (Recognized),317,0,0
KARIMNAGAR,Rural,SS (I-X),Private Unaided (Recognized),7157,1854,0
KARIMNAGAR,Urban,SS (I-X),Private Unaided (Recognized),26325,10319,0
KARIMNAGAR,Rural,SS (VI-X),Private Unaided (Recognized),0,79,0
KARIMNAGAR,Urban,SS (VI-X),Private Unaided (Recognized),0,180,0
KARIMNAGAR,Rural,UPS (I-VIII),Private Unaided (Recognized),3103,0,0
KARIMNAGAR,Urban,UPS (I-VIII),Private Unaided (Recognized),3271,0,0
KARIMNAGAR,Rural,HSS (I-XII),Social welfare Department,160,464,447
KARIMNAGAR,Urban,HSS (VI-XII),Social welfare Department,0,290,297
KARIMNAGAR,Urban,PS (I-V),Social welfare Department,21,0,0
KARIMNAGAR,Urban,SS (I-X),Social welfare Department,179,461,0
KARIMNAGAR,Urban,SS (I-X),Tribal Welfare Department,10,28,0
KARIMNAGAR,Urban,UPS (I-VIII),Tribal Welfare Department,36,0,0
KHAMMAM,Rural,HSS (I-XII),Department of Education,544,1225,1026
KHAMMAM,Urban,HSS (I-XII),Department of Education,117,299,257
KHAMMAM,Rural,HSS (VI-XII),Department of Education,0,1501,1906
KHAMMAM,Urban,HSS (VI-XII),Department of Education,0,78,140
KHAMMAM,Rural,HSS (XI-XII),Department of Education,0,0,3380
KHAMMAM,Urban,HSS (XI-XII),Department of Education,0,0,3525
KHAMMAM,Rural,PS (I-V),Department of Education,34,0,0
KHAMMAM,Urban,PS (I-V),Department of Education,3456,0,0
KHAMMAM,Rural,SS (I-X),Department of Education,424,911,0
KHAMMAM,Urban,SS (I-X),Department of Education,114,208,0
KHAMMAM,Rural,SS (VI-X),Department of Education,0,676,0
KHAMMAM,Urban,SS (VI-X),Department of Education,0,1941,0
KHAMMAM,Rural,UPS (I-VIII),Department of Education,84,0,0
KHAMMAM,Urban,UPS (I-VIII),Department of Education,42,0,0
KHAMMAM,Urban,HSS (XI-XII),Government Aided,0,0,46
KHAMMAM,Rural,PS (I-V),Government Aided,91,0,0
KHAMMAM,Urban,PS (I-V),Government Aided,837,0,0
KHAMMAM,Rural,SS (VI-X),Government Aided,0,42,0
KHAMMAM,Urban,SS (VI-X),Government Aided,0,281,0
KHAMMAM,Rural,UPS (I-VIII),Government Aided,7,0,0
KHAMMAM,Urban,UPS (I-VIII),Government Aided,159,0,0
KHAMMAM,Rural,HSS (VI-XII),Jawahar Navodaya Vidyalaya,0,145,22
KHAMMAM,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,500,228,0
KHAMMAM,Rural,PS (I-V),Local body,37448,0,0
KHAMMAM,Urban,PS (I-V),Local body,5358,0,0
KHAMMAM,Rural,SS (VI-X),Local body,0,11237,0
KHAMMAM,Urban,SS (VI-X),Local body,0,1284,0
KHAMMAM,Rural,UPS (I-VIII),Local body,10435,0,0
KHAMMAM,Urban,UPS (I-VIII),Local body,521,0,0
KHAMMAM,Rural,PS (I-V),Ministry of Labor,132,0,0
KHAMMAM,Urban,PS (I-V),Ministry of Labor,38,0,0
KHAMMAM,Urban,UPS (I-VIII),Ministry of Labor,28,0,0
KHAMMAM,Rural,HSS (I-XII),Private Unaided (Recognized),361,145,60
KHAMMAM,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,3223
KHAMMAM,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,19229
KHAMMAM,Rural,PS (I-V),Private Unaided (Recognized),585,0,0
KHAMMAM,Urban,PS (I-V),Private Unaided (Recognized),1089,0,0
KHAMMAM,Rural,SS (I-X),Private Unaided (Recognized),11413,4355,0
KHAMMAM,Urban,SS (I-X),Private Unaided (Recognized),15902,9173,0
KHAMMAM,Rural,SS (VI-X),Private Unaided (Recognized),0,71,0
KHAMMAM,Urban,SS (VI-X),Private Unaided (Recognized),0,440,0
KHAMMAM,Rural,UPS (I-VIII),Private Unaided (Recognized),3593,0,0
KHAMMAM,Urban,UPS (I-VIII),Private Unaided (Recognized),2756,0,0
KHAMMAM,Rural,HSS (I-XII),Social welfare Department,310,631,626
KHAMMAM,Urban,HSS (I-XII),Social welfare Department,193,470,551
KHAMMAM,Urban,HSS (XI-XII),Social welfare Department,0,0,317
KHAMMAM,Rural,SS (I-X),Social welfare Department,301,628,0
KHAMMAM,Urban,SS (I-X),Social welfare Department,72,163,0
KHAMMAM,Rural,HSS (I-XII),Tribal Welfare Department,77,312,262
KHAMMAM,Rural,HSS (VI-XII),Tribal Welfare Department,0,181,153
KHAMMAM,Rural,PS (I-V),Tribal Welfare Department,498,0,0
KHAMMAM,Rural,SS (I-X),Tribal Welfare Department,75,503,0
KHAMMAM,Rural,SS (VI-X),Tribal Welfare Department,0,369,0
KHAMMAM,Rural,UPS (I-VIII),Tribal Welfare Department,11,0,0
KUMURAM BHEEM ASIFABAD,Rural,HSS (I-XII),Department of Education,180,280,231
KUMURAM BHEEM ASIFABAD,Urban,HSS (I-XII),Department of Education,0,0,0
KUMURAM BHEEM ASIFABAD,Rural,HSS (VI-XII),Department of Education,0,1152,1254
KUMURAM BHEEM ASIFABAD,Rural,HSS (XI-XII),Department of Education,0,0,4679
KUMURAM BHEEM ASIFABAD,Urban,HSS (XI-XII),Department of Education,0,0,1188
KUMURAM BHEEM ASIFABAD,Rural,PS (I-V),Department of Education,887,0,0
KUMURAM BHEEM ASIFABAD,Urban,PS (I-V),Department of Education,284,0,0
KUMURAM BHEEM ASIFABAD,Rural,SS (I-X),Department of Education,250,605,0
KUMURAM BHEEM ASIFABAD,Rural,SS (VI-X),Department of Education,0,754,0
KUMURAM BHEEM ASIFABAD,Urban,SS (VI-X),Department of Education,0,291,0
KUMURAM BHEEM ASIFABAD,Rural,UPS (I-VIII),Department of Education,177,0,0
KUMURAM BHEEM ASIFABAD,Urban,UPS (I-VIII),Department of Education,166,0,0
KUMURAM BHEEM ASIFABAD,Urban,PS (I-V),Government Aided,145,0,0
KUMURAM BHEEM ASIFABAD,Rural,SS (I-X),Government Aided,10,74,0
KUMURAM BHEEM ASIFABAD,Urban,SS (VI-X),Government Aided,0,105,0
KUMURAM BHEEM ASIFABAD,Rural,UPS (I-VIII),Government Aided,16,0,0
KUMURAM BHEEM ASIFABAD,Urban,UPS (I-VIII),Government Aided,187,0,0
KUMURAM BHEEM ASIFABAD,Urban,HSS (VI-XII),Jawahar Navodaya Vidyalaya,0,147,81
KUMURAM BHEEM ASIFABAD,Rural,PS (I-V),Local body,19145,0,0
KUMURAM BHEEM ASIFABAD,Urban,PS (I-V),Local body,219,0,0
KUMURAM BHEEM ASIFABAD,Rural,SS (VI-X),Local body,0,5144,0
KUMURAM BHEEM ASIFABAD,Urban,SS (VI-X),Local body,0,297,0
KUMURAM BHEEM ASIFABAD,Rural,UPS (I-VIII),Local body,7304,0,0
KUMURAM BHEEM ASIFABAD,Rural,PS (I-V),Madarsa unrecognized,217,0,0
KUMURAM BHEEM ASIFABAD,Urban,PS (I-V),Madarsa unrecognized,104,0,0
KUMURAM BHEEM ASIFABAD,Rural,UPS (I-VIII),Madarsa unrecognized,17,0,0
KUMURAM BHEEM ASIFABAD,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,864
KUMURAM BHEEM ASIFABAD,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,1420
KUMURAM BHEEM ASIFABAD,Rural,PS (I-V),Private Unaided (Recognized),395,0,0
KUMURAM BHEEM ASIFABAD,Urban,PS (I-V),Private Unaided (Recognized),261,0,0
KUMURAM BHEEM ASIFABAD,Rural,SS (I-X),Private Unaided (Recognized),3802,1199,0
KUMURAM BHEEM ASIFABAD,Urban,SS (I-X),Private Unaided (Recognized),1877,920,0
KUMURAM BHEEM ASIFABAD,Rural,SS (VI-X),Private Unaided (Recognized),0,111,0
KUMURAM BHEEM ASIFABAD,Urban,SS (VI-X),Private Unaided (Recognized),0,152,0
KUMURAM BHEEM ASIFABAD,Rural,UPS (I-VIII),Private Unaided (Recognized),5380,0,0
KUMURAM BHEEM ASIFABAD,Urban,UPS (I-VIII),Private Unaided (Recognized),573,0,0
KUMURAM BHEEM ASIFABAD,Rural,HSS (I-XII),Social welfare Department,231,477,271
KUMURAM BHEEM ASIFABAD,Rural,SS (I-X),Social welfare Department,148,318,0
KUMURAM BHEEM ASIFABAD,Rural,HSS (I-XII),Tribal Welfare Department,221,448,464
KUMURAM BHEEM ASIFABAD,Urban,HSS (I-XII),Tribal Welfare Department,51,160,147
KUMURAM BHEEM ASIFABAD,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,303
KUMURAM BHEEM ASIFABAD,Rural,PS (I-V),Tribal Welfare Department,5030,0,0
KUMURAM BHEEM ASIFABAD,Rural,SS (I-X),Tribal Welfare Department,2346,3113,0
KUMURAM BHEEM ASIFABAD,Urban,SS (I-X),Tribal Welfare Department,8,60,0
KUMURAM BHEEM ASIFABAD,Rural,UPS (I-VIII),Tribal Welfare Department,266,0,0
MAHABUBABAD,Rural,HSS (I-XII),Department of Education,150,572,331
MAHABUBABAD,Urban,HSS (I-XII),Department of Education,74,160,0
MAHABUBABAD,Rural,HSS (VI-XII),Department of Education,0,1491,1603
MAHABUBABAD,Urban,HSS (VI-XII),Department of Education,0,537,769
MAHABUBABAD,Rural,HSS (XI-XII),Department of Education,0,0,1625
MAHABUBABAD,Urban,HSS (XI-XII),Department of Education,0,0,1327
MAHABUBABAD,Rural,PS (I-V),Department of Education,702,0,0
MAHABUBABAD,Urban,PS (I-V),Department of Education,54,0,0
MAHABUBABAD,Rural,SS (I-X),Department of Education,69,81,0
MAHABUBABAD,Urban,SS (I-X),Department of Education,166,528,0
MAHABUBABAD,Rural,SS (VI-X),Department of Education,0,770,0
MAHABUBABAD,Urban,SS (VI-X),Department of Education,0,257,0
MAHABUBABAD,Rural,UPS (I-VIII),Department of Education,137,0,0
MAHABUBABAD,Urban,UPS (I-VIII),Department of Education,1,0,0
MAHABUBABAD,Urban,HSS (XI-XII),Government Aided,0,0,112
MAHABUBABAD,Urban,PS (I-V),Government Aided,40,0,0
MAHABUBABAD,Urban,SS (VI-X),Government Aided,0,28,0
MAHABUBABAD,Rural,UPS (I-VIII),Government Aided,0,0,0
MAHABUBABAD,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,134,74,0
MAHABUBABAD,Rural,PS (I-V),Local body,21645,0,0
MAHABUBABAD,Urban,PS (I-V),Local body,3568,0,0
MAHABUBABAD,Rural,SS (I-X),Local body,439,93,0
MAHABUBABAD,Rural,SS (VI-X),Local body,0,5618,0
MAHABUBABAD,Urban,SS (VI-X),Local body,0,1428,0
MAHABUBABAD,Rural,UPS (I-VIII),Local body,7511,0,0
MAHABUBABAD,Urban,UPS (I-VIII),Local body,277,0,0
MAHABUBABAD,Rural,PS (I-V),Madarsa unrecognized,1,0,0
MAHABUBABAD,Urban,PS (I-V),Madarsa unrecognized,16,0,0
MAHABUBABAD,Urban,UPS (I-VIII),Madarsa unrecognized,41,0,0
MAHABUBABAD,Rural,PS (I-V),Ministry of Labor,42,0,0
MAHABUBABAD,Urban,PS (I-V),Ministry of Labor,49,0,0
MAHABUBABAD,Urban,HSS (I-XII),Private Unaided (Recognized),60,2,0
MAHABUBABAD,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,299
MAHABUBABAD,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,3771
MAHABUBABAD,Rural,PS (I-V),Private Unaided (Recognized),132,0,0
MAHABUBABAD,Urban,PS (I-V),Private Unaided (Recognized),418,0,0
MAHABUBABAD,Rural,SS (I-X),Private Unaided (Recognized),3959,1197,0
MAHABUBABAD,Urban,SS (I-X),Private Unaided (Recognized),6882,2857,0
MAHABUBABAD,Rural,SS (VI-X),Private Unaided (Recognized),0,0,0
MAHABUBABAD,Rural,UPS (I-VIII),Private Unaided (Recognized),1942,0,0
MAHABUBABAD,Urban,UPS (I-VIII),Private Unaided (Recognized),692,0,0
MAHABUBABAD,Rural,HSS (I-XII),Social welfare Department,68,160,153
MAHABUBABAD,Urban,HSS (I-XII),Social welfare Department,225,392,440
MAHABUBABAD,Rural,SS (I-X),Social welfare Department,70,159,0
MAHABUBABAD,Rural,HSS (I-XII),Tribal Welfare Department,122,511,498
MAHABUBABAD,Urban,HSS (I-XII),Tribal Welfare Department,122,312,350
MAHABUBABAD,Rural,HSS (VI-XII),Tribal Welfare Department,0,124,132
MAHABUBABAD,Rural,PS (I-V),Tribal Welfare Department,1701,0,0
MAHABUBABAD,Urban,PS (I-V),Tribal Welfare Department,202,0,0
MAHABUBABAD,Rural,SS (I-X),Tribal Welfare Department,399,737,0
MAHABUBABAD,Urban,SS (I-X),Tribal Welfare Department,223,547,0
MAHABUBABAD,Rural,SS (VI-X),Tribal Welfare Department,0,45,0
MAHABUBABAD,Urban,SS (VI-X),Tribal Welfare Department,0,225,0
MAHABUBABAD,Rural,UPS (I-VIII),Tribal Welfare Department,36,0,0
MAHABUBNAGAR,Rural,HSS (I-XII),Department of Education,178,316,198
MAHABUBNAGAR,Urban,HSS (I-XII),Department of Education,31,202,136
MAHABUBNAGAR,Rural,HSS (VI-XII),Department of Education,0,705,963
MAHABUBNAGAR,Urban,HSS (VI-XII),Department of Education,0,39,161
MAHABUBNAGAR,Rural,HSS (XI-XII),Department of Education,0,0,3316
MAHABUBNAGAR,Urban,HSS (XI-XII),Department of Education,0,0,7299
MAHABUBNAGAR,Rural,PS (I-V),Department of Education,159,0,0
MAHABUBNAGAR,Urban,PS (I-V),Department of Education,3799,0,0
MAHABUBNAGAR,Rural,SS (I-X),Department of Education,206,526,0
MAHABUBNAGAR,Urban,SS (I-X),Department of Education,396,1236,0
MAHABUBNAGAR,Rural,SS (VI-X),Department of Education,0,578,0
MAHABUBNAGAR,Urban,SS (VI-X),Department of Education,0,2280,0
MAHABUBNAGAR,Urban,UPS (I-VIII),Department of Education,2,0,0
MAHABUBNAGAR,Urban,PS (I-V),Government Aided,278,0,0
MAHABUBNAGAR,Urban,SS (I-X),Government Aided,565,326,0
MAHABUBNAGAR,Urban,SS (VI-X),Government Aided,0,150,0
MAHABUBNAGAR,Rural,UPS (I-VIII),Government Aided,73,0,0
MAHABUBNAGAR,Urban,UPS (I-VIII),Government Aided,148,0,0
MAHABUBNAGAR,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,325,141,0
MAHABUBNAGAR,Rural,PS (I-V),Local body,26781,0,0
MAHABUBNAGAR,Urban,PS (I-V),Local body,3862,0,0
MAHABUBNAGAR,Rural,SS (I-X),Local body,548,168,0
MAHABUBNAGAR,Rural,SS (VI-X),Local body,0,10721,0
MAHABUBNAGAR,Urban,SS (VI-X),Local body,0,1475,0
MAHABUBNAGAR,Rural,UPS (I-VIII),Local body,7174,0,0
MAHABUBNAGAR,Urban,UPS (I-VIII),Local body,648,0,0
MAHABUBNAGAR,Rural,PS (I-V),Madarsa unrecognized,0,0,0
MAHABUBNAGAR,Urban,PS (I-V),Madarsa unrecognized,183,0,0
MAHABUBNAGAR,Urban,UPS (I-VIII),Madarsa unrecognized,150,0,0
MAHABUBNAGAR,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,1680
MAHABUBNAGAR,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,7403
MAHABUBNAGAR,Rural,PS (I-V),Private Unaided (Recognized),793,0,0
MAHABUBNAGAR,Urban,PS (I-V),Private Unaided (Recognized),196,0,0
MAHABUBNAGAR,Rural,SS (I-X),Private Unaided (Recognized),4509,1559,0
MAHABUBNAGAR,Urban,SS (I-X),Private Unaided (Recognized),14956,6580,0
MAHABUBNAGAR,Rural,SS (VI-X),Private Unaided (Recognized),0,163,0
MAHABUBNAGAR,Urban,SS (VI-X),Private Unaided (Recognized),0,79,0
MAHABUBNAGAR,Rural,UPS (I-VIII),Private Unaided (Recognized),4081,0,0
MAHABUBNAGAR,Urban,UPS (I-VIII),Private Unaided (Recognized),4866,0,0
MAHABUBNAGAR,Rural,HSS (I-XII),Social welfare Department,309,639,602
MAHABUBNAGAR,Rural,SS (I-X),Social welfare Department,78,157,0
MAHABUBNAGAR,Urban,HSS (I-XII),Tribal Welfare Department,154,387,294
MAHABUBNAGAR,Rural,HSS (XI-XII),Tribal Welfare Department,0,0,265
MAHABUBNAGAR,Rural,PS (I-V),Tribal Welfare Department,47,0,0
MAHABUBNAGAR,Rural,UPS (I-VIII),Tribal Welfare Department,292,0,0
MAHABUBNAGAR,Urban,UPS (I-VIII),Tribal Welfare Department,15,0,0
MANCHERIAL,Rural,HSS (I-XII),Department of Education,206,367,212
MANCHERIAL,Urban,HSS (I-XII),Department of Education,172,381,398
MANCHERIAL,Rural,HSS (VI-XII),Department of Education,0,853,1008
MANCHERIAL,Urban,HSS (VI-XII),Department of Education,0,625,1059
MANCHERIAL,Rural,HSS (XI-XII),Department of Education,0,0,1233
MANCHERIAL,Urban,HSS (XI-XII),Department of Education,0,0,4071
MANCHERIAL,Rural,PS (I-V),Department of Education,66,0,0
MANCHERIAL,Urban,PS (I-V),Department of Education,1450,0,0
MANCHERIAL,Urban,SS (I-X),Department of Education,333,574,0
MANCHERIAL,Rural,SS (VI-X),Department of Education,0,812,0
MANCHERIAL,Urban,SS (VI-X),Department of Education,0,663,0
MANCHERIAL,Urban,UPS (I-VIII),Department of Education,61,0,0
MANCHERIAL,Urban,PS (I-V),Government Aided,394,0,0
MANCHERIAL,Urban,SS (I-X),Government Aided,0,31,0
MANCHERIAL,Rural,SS (VI-X),Government Aided,0,66,0
MANCHERIAL,Urban,SS (VI-X),Government Aided,0,297,0
MANCHERIAL,Urban,UPS (I-VIII),Government Aided,73,0,0
MANCHERIAL,Urban,SS (I-X),Kendriya Vidyalaya / Central School,208,78,0
MANCHERIAL,Rural,PS (I-V),Local body,14834,0,0
MANCHERIAL,Urban,PS (I-V),Local body,3010,0,0
MANCHERIAL,Rural,SS (VI-X),Local body,0,5525,0
MANCHERIAL,Urban,SS (VI-X),Local body,0,2082,0
MANCHERIAL,Rural,UPS (I-VIII),Local body,4835,0,0
MANCHERIAL,Urban,UPS (I-VIII),Local body,365,0,0
MANCHERIAL,Urban,PS (I-V),Madarsa unrecognized,75,0,0
MANCHERIAL,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,1012
MANCHERIAL,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,6993
MANCHERIAL,Rural,PS (I-V),Private Unaided (Recognized),1651,0,0
MANCHERIAL,Urban,PS (I-V),Private Unaided (Recognized),320,0,0
MANCHERIAL,Rural,SS (I-X),Private Unaided (Recognized),3221,856,0
MANCHERIAL,Urban,SS (I-X),Private Unaided (Recognized),16072,5543,0
MANCHERIAL,Rural,SS (VI-X),Private Unaided (Recognized),0,382,0
MANCHERIAL,Urban,SS (VI-X),Private Unaided (Recognized),0,420,0
MANCHERIAL,Rural,UPS (I-VIII),Private Unaided (Recognized),2616,0,0
MANCHERIAL,Urban,UPS (I-VIII),Private Unaided (Recognized),4029,0,0
MANCHERIAL,Rural,HSS (I-XII),Social welfare Department,380,774,648
MANCHERIAL,Urban,HSS (I-XII),Social welfare Department,317,628,364
MANCHERIAL,Rural,PS (I-V),Tribal Welfare Department,587,0,0
MANCHERIAL,Rural,SS (I-X),Tribal Welfare Department,182,862,0
MANCHERIAL,Urban,SS (I-X),Tribal Welfare Department,38,203,0
MEDAK,Rural,HSS (I-XII),Department of Education,101,299,76
MEDAK,Urban,HSS (I-XII),Department of Education,180,377,379
MEDAK,Rural,HSS (VI-XII),Department of Education,0,1432,1747
MEDAK,Urban,HSS (VI-XII),Department of Education,0,270,317
MEDAK,Rural,HSS (XI-XII),Department of Education,0,0,3502
MEDAK,Urban,HSS (XI-XII),Department of Education,0,0,2523
MEDAK,Rural,PS (I-V),Department of Education,167,0,0
MEDAK,Urban,PS (I-V),Department of Education,726,0,0
MEDAK,Rural,SS (I-X),Department of Education,188,402,0
MEDAK,Urban,SS (I-X),Department of Education,44,269,0
MEDAK,Rural,SS (VI-X),Department of Education,0,958,0
MEDAK,Urban,SS (VI-X),Department of Education,0,758,0
MEDAK,Rural,UPS (I-VIII),Department of Education,33,0,0
MEDAK,Urban,UPS (I-VIII),Department of Education,524,0,0
MEDAK,Urban,SS (I-X),Government Aided,16,54,0
MEDAK,Rural,PS (I-V),Local body,32420,0,0
MEDAK,Urban,PS (I-V),Local body,2392,0,0
MEDAK,Rural,SS (I-X),Local body,678,255,0
MEDAK,Rural,SS (VI-X),Local body,0,12841,0
MEDAK,Urban,SS (VI-X),Local body,0,1108,0
MEDAK,Rural,UPS (I-VIII),Local body,9443,0,0
MEDAK,Urban,UPS (I-VIII),Local body,398,0,0
MEDAK,Rural,PS (I-V),Madarsa unrecognized,0,0,0
MEDAK,Urban,UPS (I-VIII),Madarsa unrecognized,41,0,0
MEDAK,Rural,HSS (I-XII),Private Unaided (Recognized),371,101,24
MEDAK,Urban,HSS (I-XII),Private Unaided (Recognized),68,69,0
MEDAK,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,110
MEDAK,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,5269
MEDAK,Rural,PS (I-V),Private Unaided (Recognized),502,0,0
MEDAK,Urban,PS (I-V),Private Unaided (Recognized),111,0,0
MEDAK,Rural,SS (I-X),Private Unaided (Recognized),2498,820,0
MEDAK,Urban,SS (I-X),Private Unaided (Recognized),6308,2212,0
MEDAK,Rural,SS (VI-X),Private Unaided (Recognized),0,13,0
MEDAK,Urban,SS (VI-X),Private Unaided (Recognized),0,33,0
MEDAK,Rural,UPS (I-VIII),Private Unaided (Recognized),2697,0,0
MEDAK,Urban,UPS (I-VIII),Private Unaided (Recognized),1427,0,0
MEDAK,Rural,HSS (I-XII),Social welfare Department,79,153,156
MEDAK,Urban,HSS (I-XII),Social welfare Department,137,321,390
MEDAK,Rural,SS (I-X),Social welfare Department,56,153,0
MEDAK,Rural,HSS (I-XII),Tribal Welfare Department,118,460,299
MEDAK,Urban,HSS (I-XII),Tribal Welfare Department,34,184,136
MEDAK,Urban,HSS (XI-XII),Tribal Welfare Department,0,0,240
MEDAK,Rural,SS (I-X),Tribal Welfare Department,26,53,0
MEDAK,Urban,SS (I-X),Tribal Welfare Department,1,161,0
MEDAK,Rural,UPS (I-VIII),Tribal Welfare Department,156,0,0
MEDAK,Urban,UPS (I-VIII),Tribal Welfare Department,134,0,0
MEDCHAL,Rural,HSS (I-XII),Department of Education,28,146,139
MEDCHAL,Urban,HSS (I-XII),Department of Education,0,84,104
MEDCHAL,Urban,HSS (XI-XII),Department of Education,0,0,3667
MEDCHAL,Urban,PS (I-V),Department of Education,1119,0,0
MEDCHAL,Rural,SS (I-X),Department of Education,200,595,0
MEDCHAL,Urban,SS (I-X),Department of Education,562,1631,0
MEDCHAL,Urban,SS (VI-X),Department of Education,0,389,0
MEDCHAL,Urban,UPS (I-VIII),Department of Education,99,0,0
MEDCHAL,Urban,HSS (XI-XII),Government Aided,0,0,1638
MEDCHAL,Urban,PS (I-V),Government Aided,26,0,0
MEDCHAL,Urban,SS (VI-X),Government Aided,0,56,0
MEDCHAL,Urban,UPS (I-VIII),Government Aided,350,0,0
MEDCHAL,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,3388,1511,94
MEDCHAL,Urban,SS (I-X),Kendriya Vidyalaya / Central School,320,251,0
MEDCHAL,Rural,PS (I-V),Local body,6376,0,0
MEDCHAL,Urban,PS (I-V),Local body,40817,0,0
MEDCHAL,Rural,SS (I-X),Local body,149,43,0
MEDCHAL,Urban,SS (I-X),Local body,492,127,0
MEDCHAL,Rural,SS (VI-X),Local body,0,2622,0
MEDCHAL,Urban,SS (VI-X),Local body,0,13523,0
MEDCHAL,Rural,UPS (I-VIII),Local body,797,0,0
MEDCHAL,Urban,UPS (I-VIII),Local body,2125,0,0
MEDCHAL,Urban,PS (I-V),Madarsa unrecognized,0,0,0
MEDCHAL,Urban,UPS (I-VIII),Madarsa unrecognized,204,0,0
MEDCHAL,Urban,SS (I-X),Other Central Govt. Schools,908,510,0
MEDCHAL,Rural,HSS (I-XII),Private Unaided (Recognized),126,173,63
MEDCHAL,Urban,HSS (I-XII),Private Unaided (Recognized),8002,3039,614
MEDCHAL,Rural,HSS (XI-XII),Private Unaided (Recognized),0,0,1273
MEDCHAL,Urban,HSS (XI-XII),Private Unaided (Recognized),0,0,43498
MEDCHAL,Rural,PS (I-V),Private Unaided (Recognized),14,0,0
MEDCHAL,Urban,PS (I-V),Private Unaided (Recognized),1448,0,0
MEDCHAL,Rural,SS (I-X),Private Unaided (Recognized),5892,2804,0
MEDCHAL,Urban,SS (I-X),Private Unaided (Recognized),184302,83814,0
MEDCHAL,Rural,SS (VI-X),Private Unaided (Recognized),0,211,0
MEDCHAL,Urban,SS (VI-X),Private Unaided (Recognized),0,1220,0
MEDCHAL,Rural,UPS (I-VIII),Private Unaided (Recognized),2069,0,0
MEDCHAL,Urban,UPS (I-VIII),Private Unaided (Recognized),45533,0,0
MEDCHAL,Urban,HSS (I-XII),Social welfare Department,76,164,150
MEDCHAL,Rural,SS (I-X),Social welfare Department,38,154,0
MEDCHAL,Urban,SS (I-X),Social welfare Department,59,574,0
MULUGU,Rural,HSS (I-XII),Department of Education,78,173,132
MULUGU,Rural,HSS (VI-XII),Department of Education,0,926,912
MULUGU,Rural,HSS (XI-XII),Department of Education,0,0,1776
MULUGU,Rural,PS (I-V),Department of Education,60,0,0
MULUGU,Rural,SS (I-X),Department of Education,162,361,0
MULUGU,Rural,SS (VI-X),Department of Education,0,219,0
MULUGU,Rural,UPS (I-VIII),Department of Education,80,0,0
MULUGU,Rural,PS (I-V),Government Aided,72,0,0
MULUGU,Rural,PS (I-V),Local body,9935,0,0
MULUGU,Rural,SS (I-X),Local body,111,25,0
MULUGU,Rural,SS (VI-X),Local body,0,1994,0
MULUGU,Rural,UPS (I-VIII),Local body,2282,0,0
