Location,Rural/Urban,School Category ,School Management,Primary (I-V),Secondary (IX-X),Higher Secondary (XI-XII)
ERODE,Urban ,PS (I-V) ,Unrecognized,0,0,0
ERODE,Rural,UPS (I-VIII) ,Unrecognized,0,0,0
ERODE,Urban ,UPS (I-VIII) ,Unrecognized,67,0,0
KALLAKURICHI,Rural,HSS (I-XII),Department of Education,48,0,0
KALLAKURICHI,Rural, HSS (VI-XII),Department of Education,13029,15540,17469
KALLAKURICHI,Urban , HSS (VI-XII),Department of Education,5541,7784,11070
KALLAKURICHI,Rural,PS (I-V) ,Department of Education,0,0,0
KALLAKURICHI,Urban ,PS (I-V) ,Department of Education,0,0,0
KALLAKURICHI,Rural,SS (VI-X),Department of Education,9079,7882,0
KALLAKURICHI,Urban ,SS (VI-X),Department of Education,292,192,0
KALLAKURICHI,Rural,UPS (I-VIII) ,Department of Education,14749,0,0
KALLAKURICHI,Urban ,UPS (I-VIII) ,Department of Education,1098,0,0
KALLAKURICHI,Rural, HSS (VI-XII),Government Aided,3109,3324,2547
KALLAKURICHI,Urban , HSS (VI-XII),Government Aided,683,575,573
KALLAKURICHI,Rural,PS (I-V) ,Government Aided,0,0,0
KALLAKURICHI,Urban ,PS (I-V) ,Government Aided,0,0,0
KALLAKURICHI,Rural,SS (VI-X),Government Aided,930,703,0
KALLAKURICHI,Urban ,SS (VI-X),Government Aided,349,280,0
KALLAKURICHI,Rural,UPS (I-VIII) ,Government Aided,1302,0,0
KALLAKURICHI,Urban ,UPS (I-VIII) ,Government Aided,562,0,0
KALLAKURICHI,Rural,UPS (VI-VIII) ,Government Aided,77,0,0
KALLAKURICHI,Rural,UPS (I-VIII) ,Other Govt. managed schools,73,0,0
KALLAKURICHI,Rural,UPS (VI-VIII) ,Other Govt. managed schools,953,0,0
KALLAKURICHI,Rural,HSS (I-XII),Private Unaided (Recognized),6454,4442,4481
KALLAKURICHI,Urban ,HSS (I-XII),Private Unaided (Recognized),2967,2392,2467
KALLAKURICHI,Rural, HSS (VI-XII),Private Unaided (Recognized),1702,1709,2296
KALLAKURICHI,Rural,PS (I-V) ,Private Unaided (Recognized),0,0,0
KALLAKURICHI,Urban ,PS (I-V) ,Private Unaided (Recognized),0,0,0
KALLAKURICHI,Rural, SS (I-X) ,Private Unaided (Recognized),1588,734,0
KALLAKURICHI,Urban , SS (I-X) ,Private Unaided (Recognized),339,154,0
KALLAKURICHI,Rural,SS (VI-X),Private Unaided (Recognized),214,175,0
KALLAKURICHI,Urban ,SS (VI-X),Private Unaided (Recognized),27,15,0
KALLAKURICHI,Rural,UPS (I-VIII) ,Private Unaided (Recognized),133,0,0
KALLAKURICHI,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),149,0,0
KALLAKURICHI,Rural,UPS (VI-VIII) ,Private Unaided (Recognized),203,0,0
KALLAKURICHI,Rural,HSS (I-XII),Tribal Welfare Department,86,0,0
KALLAKURICHI,Rural, HSS (VI-XII),Tribal Welfare Department,769,607,400
KALLAKURICHI,Urban , HSS (VI-XII),Tribal Welfare Department,88,122,176
KALLAKURICHI,Rural,PS (I-V) ,Tribal Welfare Department,0,0,0
KALLAKURICHI,Urban ,PS (I-V) ,Tribal Welfare Department,0,0,0
KALLAKURICHI,Rural, SS (I-X) ,Tribal Welfare Department,0,0,0
KALLAKURICHI,Rural,SS (VI-X),Tribal Welfare Department,853,665,0
KALLAKURICHI,Rural,UPS (I-VIII) ,Tribal Welfare Department,668,0,0
KALLAKURICHI,Urban ,UPS (I-VIII) ,Tribal Welfare Department,53,0,0
KALLAKURICHI,Rural,PS (I-V) ,Unrecognized,0,0,0
KALLAKURICHI,Rural, SS (I-X) ,Unrecognized,64,47,0
KALLAKURICHI,Urban ,UPS (VI-VIII) ,Unrecognized,0,0,0
KANCHEEPURAM,Rural,HSS (I-XII),Department of Education,883,667,936
KANCHEEPURAM,Urban ,HSS (I-XII),Department of Education,311,471,545
KANCHEEPURAM,Rural, HSS (VI-XII),Department of Education,7370,7483,7647
KANCHEEPURAM,Urban , HSS (VI-XII),Department of Education,3154,3422,4683
KANCHEEPURAM,Rural,PS (I-V) ,Department of Education,0,0,0
KANCHEEPURAM,Urban ,PS (I-V) ,Department of Education,0,0,0
KANCHEEPURAM,Rural,SS (VI-X),Department of Education,5359,3632,0
KANCHEEPURAM,Urban ,SS (VI-X),Department of Education,1557,1206,0
KANCHEEPURAM,Rural,UPS (I-VIII) ,Department of Education,6260,0,0
KANCHEEPURAM,Urban ,UPS (I-VIII) ,Department of Education,1399,0,0
KANCHEEPURAM,Urban ,HSS (I-XII),Government Aided,47,40,65
KANCHEEPURAM,Rural, HSS (VI-XII),Government Aided,1019,803,526
KANCHEEPURAM,Urban , HSS (VI-XII),Government Aided,2473,2545,2554
KANCHEEPURAM,Rural,PS (I-V) ,Government Aided,0,0,0
KANCHEEPURAM,Urban ,PS (I-V) ,Government Aided,0,0,0
KANCHEEPURAM,Rural,SS (VI-X),Government Aided,535,379,0
KANCHEEPURAM,Urban ,SS (VI-X),Government Aided,760,505,0
KANCHEEPURAM,Rural,UPS (I-VIII) ,Government Aided,331,0,0
KANCHEEPURAM,Urban ,UPS (I-VIII) ,Government Aided,776,0,0
KANCHEEPURAM,Urban ,UPS (VI-VIII) ,Government Aided,54,0,0
KANCHEEPURAM,Urban , HSS (VI-XII),Local body,251,308,699
KANCHEEPURAM,Urban ,PS (I-V) ,Local body,0,0,0
KANCHEEPURAM,Urban ,SS (VI-X),Local body,166,95,0
KANCHEEPURAM,Urban ,UPS (I-VIII) ,Local body,601,0,0
KANCHEEPURAM,Rural,HSS (I-XII),Private Unaided (Recognized),14311,7868,8100
KANCHEEPURAM,Urban ,HSS (I-XII),Private Unaided (Recognized),10354,6820,6232
KANCHEEPURAM,Urban , HSS (VI-XII),Private Unaided (Recognized),433,419,424
KANCHEEPURAM,Rural,PS (I-V) ,Private Unaided (Recognized),0,0,0
KANCHEEPURAM,Urban ,PS (I-V) ,Private Unaided (Recognized),0,0,0
KANCHEEPURAM,Rural, SS (I-X) ,Private Unaided (Recognized),1278,572,0
KANCHEEPURAM,Urban , SS (I-X) ,Private Unaided (Recognized),1595,806,0
KANCHEEPURAM,Rural,SS (VI-X),Private Unaided (Recognized),174,172,0
KANCHEEPURAM,Rural,UPS (I-VIII) ,Private Unaided (Recognized),730,0,0
KANCHEEPURAM,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),389,0,0
KANCHEEPURAM,Urban , SS (I-X) ,Social welfare Department,9,22,0
KANCHEEPURAM,Rural, HSS (VI-XII),Tribal Welfare Department,652,631,399
KANCHEEPURAM,Rural,PS (I-V) ,Tribal Welfare Department,0,0,0
KANCHEEPURAM,Urban ,PS (I-V) ,Tribal Welfare Department,0,0,0
KANCHEEPURAM,Rural,SS (VI-X),Tribal Welfare Department,308,246,0
KANCHEEPURAM,Urban ,SS (VI-X),Tribal Welfare Department,111,52,0
KANCHEEPURAM,Rural,UPS (I-VIII) ,Tribal Welfare Department,80,0,0
KANNIYAKUMARI,Urban ,HSS (I-XII),Department of Education,203,238,462
KANNIYAKUMARI,Rural, HSS (VI-XII),Department of Education,2535,1995,2740
KANNIYAKUMARI,Urban , HSS (VI-XII),Department of Education,7558,5615,8612
KANNIYAKUMARI,Rural,PS (I-V) ,Department of Education,0,0,0
KANNIYAKUMARI,Urban ,PS (I-V) ,Department of Education,0,0,0
KANNIYAKUMARI,Rural,SS (VI-X),Department of Education,2800,1657,0
KANNIYAKUMARI,Urban ,SS (VI-X),Department of Education,3647,2072,0
KANNIYAKUMARI,Rural,UPS (I-VIII) ,Department of Education,1658,0,0
KANNIYAKUMARI,Urban ,UPS (I-VIII) ,Department of Education,2098,0,0
KANNIYAKUMARI,Rural,HSS (I-XII),Government Aided,183,154,357
KANNIYAKUMARI,Urban ,HSS (I-XII),Government Aided,630,608,975
KANNIYAKUMARI,Rural, HSS (VI-XII),Government Aided,4518,3927,5580
KANNIYAKUMARI,Urban , HSS (VI-XII),Government Aided,11887,10282,13984
KANNIYAKUMARI,Rural,PS (I-V) ,Government Aided,0,0,0
KANNIYAKUMARI,Urban ,PS (I-V) ,Government Aided,0,0,0
KANNIYAKUMARI,Rural, SS (I-X) ,Government Aided,761,507,0
KANNIYAKUMARI,Urban , SS (I-X) ,Government Aided,339,232,0
KANNIYAKUMARI,Rural,SS (VI-X),Government Aided,2359,1564,0
KANNIYAKUMARI,Urban ,SS (VI-X),Government Aided,1172,774,0
KANNIYAKUMARI,Rural,UPS (I-VIII) ,Government Aided,760,0,0
KANNIYAKUMARI,Urban ,UPS (I-VIII) ,Government Aided,597,0,0
KANNIYAKUMARI,Urban ,UPS (VI-VIII) ,Government Aided,27,0,0
KANNIYAKUMARI,Urban ,HSS (I-XII),Kendriya Vidyalaya / Central School,391,226,239
KANNIYAKUMARI,Rural,HSS (I-XII),Private Unaided (Recognized),9708,6909,6029
KANNIYAKUMARI,Urban ,HSS (I-XII),Private Unaided (Recognized),15071,10518,9500
KANNIYAKUMARI,Urban ,HSS (IX-XII),Private Unaided (Recognized),0,0,0
KANNIYAKUMARI,Rural, HSS (VI-XII),Private Unaided (Recognized),64,168,149
KANNIYAKUMARI,Rural,PS (I-V) ,Private Unaided (Recognized),0,0,0
KANNIYAKUMARI,Urban ,PS (I-V) ,Private Unaided (Recognized),0,0,0
KANNIYAKUMARI,Rural, SS (I-X) ,Private Unaided (Recognized),2118,1387,0
KANNIYAKUMARI,Urban , SS (I-X) ,Private Unaided (Recognized),3563,2071,0
KANNIYAKUMARI,Rural,SS (VI-X),Private Unaided (Recognized),108,92,0
KANNIYAKUMARI,Rural,UPS (I-VIII) ,Private Unaided (Recognized),1179,0,0
KANNIYAKUMARI,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),499,0,0
KANNIYAKUMARI,Urban ,PS (I-V) ,Social welfare Department,0,0,0
KANNIYAKUMARI,Rural,HSS (I-XII),Tribal Welfare Department,37,10,0
KANNIYAKUMARI,Rural, HSS (VI-XII),Tribal Welfare Department,205,171,251
KANNIYAKUMARI,Urban , HSS (VI-XII),Tribal Welfare Department,41,25,34
KANNIYAKUMARI,Rural,PS (I-V) ,Tribal Welfare Department,0,0,0
KANNIYAKUMARI,Urban ,PS (I-V) ,Tribal Welfare Department,0,0,0
KANNIYAKUMARI,Rural,UPS (I-VIII) ,Tribal Welfare Department,33,0,0
KANNIYAKUMARI,Urban ,HSS (I-XII),Unrecognized,64,12,0
KANNIYAKUMARI,Rural,PS (I-V) ,Unrecognized,0,0,0
KANNIYAKUMARI,Urban ,PS (I-V) ,Unrecognized,0,0,0
KANNIYAKUMARI,Rural,UPS (I-VIII) ,Unrecognized,301,0,0
KANNIYAKUMARI,Urban ,UPS (I-VIII) ,Unrecognized,285,0,0
KARUR,Rural,HSS (I-XII),Department of Education,700,661,865
KARUR,Rural, HSS (VI-XII),Department of Education,5824,6926,7889
KARUR,Urban , HSS (VI-XII),Department of Education,1858,2494,3031
KARUR,Rural,PS (I-V) ,Department of Education,0,0,0
KARUR,Urban ,PS (I-V) ,Department of Education,0,0,0
KARUR,Rural,SS (VI-X),Department of Education,4154,3401,0
KARUR,Urban ,SS (VI-X),Department of Education,1226,962,0
KARUR,Rural,UPS (I-VIII) ,Department of Education,6846,0,0
KARUR,Urban ,UPS (I-VIII) ,Department of Education,2170,0,0
KARUR,Rural, HSS (VI-XII),Government Aided,277,333,207
KARUR,Urban , HSS (VI-XII),Government Aided,3054,2652,2557
KARUR,Rural,PS (I-V) ,Government Aided,0,0,0
KARUR,Urban ,PS (I-V) ,Government Aided,0,0,0
KARUR,Rural,SS (VI-X),Government Aided,74,57,0
KARUR,Urban ,SS (VI-X),Government Aided,861,626,0
KARUR,Rural,UPS (I-VIII) ,Government Aided,415,0,0
KARUR,Urban ,UPS (I-VIII) ,Government Aided,235,0,0
KARUR,Urban , HSS (VI-XII),Local body,325,384,686
KARUR,Urban ,PS (I-V) ,Local body,0,0,0
KARUR,Urban ,SS (VI-X),Local body,126,114,0
KARUR,Urban ,UPS (I-VIII) ,Local body,122,0,0
KARUR,Rural,UPS (VI-VIII) ,Other Govt. managed schools,103,0,0
KARUR,Rural,HSS (I-XII),Private Unaided (Recognized),5153,4045,4724
KARUR,Urban ,HSS (I-XII),Private Unaided (Recognized),2759,1769,1649
KARUR,Rural, HSS (VI-XII),Private Unaided (Recognized),1531,1608,2209
KARUR,Urban , HSS (VI-XII),Private Unaided (Recognized),50,47,49
KARUR,Rural,PS (I-V) ,Private Unaided (Recognized),0,0,0
KARUR,Urban ,PS (I-V) ,Private Unaided (Recognized),0,0,0
KARUR,Rural, SS (I-X) ,Private Unaided (Recognized),1462,610,0
KARUR,Urban , SS (I-X) ,Private Unaided (Recognized),1310,754,0
KARUR,Rural,SS (VI-X),Private Unaided (Recognized),139,115,0
KARUR,Urban ,SS (VI-X),Private Unaided (Recognized),0,0,0
KARUR,Rural,UPS (I-VIII) ,Private Unaided (Recognized),273,0,0
KARUR,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),48,0,0
KARUR,Rural, HSS (VI-XII),Tribal Welfare Department,216,204,191
KARUR,Rural,PS (I-V) ,Tribal Welfare Department,0,0,0
KARUR,Urban ,PS (I-V) ,Tribal Welfare Department,0,0,0
KARUR,Rural,SS (VI-X),Tribal Welfare Department,169,145,0
KARUR,Urban ,SS (VI-X),Tribal Welfare Department,35,19,0
KARUR,Rural,UPS (I-VIII) ,Tribal Welfare Department,15,0,0
KARUR,Urban ,UPS (I-VIII) ,Tribal Welfare Department,9,0,0
KRISHNAGIRI,Rural,HSS (I-XII),Department of Education,1289,1480,2008
KRISHNAGIRI,Rural, HSS (VI-XII),Department of Education,16038,16120,20828
KRISHNAGIRI,Urban , HSS (VI-XII),Department of Education,6517,7213,10203
KRISHNAGIRI,Rural,PS (I-V) ,Department of Education,0,0,0
KRISHNAGIRI,Urban ,PS (I-V) ,Department of Education,0,0,0
KRISHNAGIRI,Rural,SS (VI-X),Department of Education,18024,14502,0
KRISHNAGIRI,Urban ,SS (VI-X),Department of Education,1116,1025,0
KRISHNAGIRI,Rural,UPS (I-VIII) ,Department of Education,14868,0,0
KRISHNAGIRI,Urban ,UPS (I-VIII) ,Department of Education,1901,0,0
KRISHNAGIRI,Rural, HSS (VI-XII),Government Aided,1154,1187,1054
KRISHNAGIRI,Urban , HSS (VI-XII),Government Aided,1608,1247,964
KRISHNAGIRI,Rural,PS (I-V) ,Government Aided,0,0,0
KRISHNAGIRI,Urban ,PS (I-V) ,Government Aided,0,0,0
KRISHNAGIRI,Rural,SS (VI-X),Government Aided,316,267,0
KRISHNAGIRI,Urban ,SS (VI-X),Government Aided,540,336,0
KRISHNAGIRI,Rural,UPS (I-VIII) ,Government Aided,167,0,0
KRISHNAGIRI,Urban ,UPS (I-VIII) ,Government Aided,116,0,0
KRISHNAGIRI,Urban , HSS (VI-XII),Local body,52,135,112
KRISHNAGIRI,Urban ,PS (I-V) ,Local body,0,0,0
KRISHNAGIRI,Urban ,UPS (I-VIII) ,Local body,594,0,0
KRISHNAGIRI,Rural,UPS (I-VIII) ,Other Govt. managed schools,340,0,0
KRISHNAGIRI,Urban ,UPS (I-VIII) ,Other Govt. managed schools,166,0,0
KRISHNAGIRI,Rural,HSS (I-XII),Private Unaided (Recognized),14867,10056,9222
KRISHNAGIRI,Urban ,HSS (I-XII),Private Unaided (Recognized),7096,5317,5665
KRISHNAGIRI,Rural, HSS (VI-XII),Private Unaided (Recognized),326,410,692
KRISHNAGIRI,Urban , HSS (VI-XII),Private Unaided (Recognized),0,16,52
KRISHNAGIRI,Rural,PS (I-V) ,Private Unaided (Recognized),0,0,0
KRISHNAGIRI,Urban ,PS (I-V) ,Private Unaided (Recognized),0,0,0
KRISHNAGIRI,Rural, SS (I-X) ,Private Unaided (Recognized),2812,1579,0
KRISHNAGIRI,Urban , SS (I-X) ,Private Unaided (Recognized),1320,767,0
KRISHNAGIRI,Rural,SS (VI-X),Private Unaided (Recognized),100,56,0
KRISHNAGIRI,Urban ,SS (VI-X),Private Unaided (Recognized),29,28,0
KRISHNAGIRI,Rural,UPS (I-VIII) ,Private Unaided (Recognized),158,0,0
KRISHNAGIRI,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),590,0,0
KRISHNAGIRI,Urban ,PS (I-V) ,Social welfare Department,0,0,0
KRISHNAGIRI,Urban ,UPS (I-VIII) ,Social welfare Department,21,0,0
KRISHNAGIRI,Rural, HSS (VI-XII),Tribal Welfare Department,69,40,40
KRISHNAGIRI,Rural,PS (I-V) ,Tribal Welfare Department,0,0,0
KRISHNAGIRI,Rural,PS (I-V) ,Unrecognized,0,0,0
KRISHNAGIRI,Rural, SS (I-X) ,Unrecognized,18,2,0
MADURAI,Rural,HSS (I-XII),Department of Education,896,747,739
MADURAI,Urban ,HSS (I-XII),Department of Education,628,617,846
MADURAI,Rural, HSS (VI-XII),Department of Education,8333,7225,7868
MADURAI,Urban , HSS (VI-XII),Department of Education,5457,5635,7365
MADURAI,Rural,PS (I-V) ,Department of Education,0,0,0
MADURAI,Urban ,PS (I-V) ,Department of Education,0,0,0
MADURAI,Rural, SS (I-X) ,Department of Education,216,125,0
MADURAI,Rural,SS (IX-X),Department of Education,0,45,0
MADURAI,Rural,SS (VI-X),Department of Education,6826,4893,0
MADURAI,Urban ,SS (VI-X),Department of Education,1075,641,0
MADURAI,Rural,UPS (I-VIII) ,Department of Education,9972,0,0
MADURAI,Urban ,UPS (I-VIII) ,Department of Education,887,0,0
MADURAI,Urban ,HSS (I-XII),Government Aided,2933,2548,2710
MADURAI,Urban ,HSS (IX-XII),Government Aided,0,664,393
MADURAI,Rural, HSS (VI-XII),Government Aided,5132,4704,4552
MADURAI,Urban , HSS (VI-XII),Government Aided,20720,21037,21638
MADURAI,Rural,PS (I-V) ,Government Aided,0,0,0
MADURAI,Urban ,PS (I-V) ,Government Aided,0,0,0
MADURAI,Rural,SS (VI-X),Government Aided,1910,1218,0
MADURAI,Urban ,SS (VI-X),Government Aided,2402,1906,0
MADURAI,Rural,UPS (I-VIII) ,Government Aided,481,0,0
MADURAI,Urban ,UPS (I-VIII) ,Government Aided,9912,0,0
MADURAI,Rural,UPS (VI-VIII) ,Government Aided,59,0,0
MADURAI,Urban ,UPS (VI-VIII) ,Government Aided,76,0,0
MADURAI,Urban ,HSS (I-XII),Kendriya Vidyalaya / Central School,1218,635,635
MADURAI,Rural,UPS (I-VIII) ,Kendriya Vidyalaya / Central School,42,0,0
MADURAI,Urban , HSS (VI-XII),Local body,3993,3769,4815
MADURAI,Urban ,PS (I-V) ,Local body,0,0,0
MADURAI,Urban ,SS (VI-X),Local body,670,466,0
MADURAI,Urban ,UPS (I-VIII) ,Local body,628,0,0
MADURAI,Rural,HSS (I-XII),Private Unaided (Recognized),10748,6585,5855
MADURAI,Urban ,HSS (I-XII),Private Unaided (Recognized),25425,17833,17903
MADURAI,Rural, HSS (VI-XII),Private Unaided (Recognized),565,555,674
MADURAI,Urban , HSS (VI-XII),Private Unaided (Recognized),467,556,539
MADURAI,Rural,PS (I-V) ,Private Unaided (Recognized),0,0,0
MADURAI,Urban ,PS (I-V) ,Private Unaided (Recognized),0,0,0
MADURAI,Rural, SS (I-X) ,Private Unaided (Recognized),1171,597,0
MADURAI,Urban , SS (I-X) ,Private Unaided (Recognized),3346,1790,0
MADURAI,Rural,SS (VI-X),Private Unaided (Recognized),243,169,0
MADURAI,Urban ,SS (VI-X),Private Unaided (Recognized),0,0,0
MADURAI,Rural,UPS (I-VIII) ,Private Unaided (Recognized),889,0,0
MADURAI,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),571,0,0
MADURAI,Urban ,HSS (I-XII),Railway School,71,56,59
MADURAI,Urban ,HSS (I-XII),Social welfare Department,41,36,9
MADURAI,Rural, HSS (VI-XII),Social welfare Department,2794,2264,2275
MADURAI,Rural,PS (I-V) ,Social welfare Department,0,0,0
MADURAI,Urban ,PS (I-V) ,Social welfare Department,0,0,0
MADURAI,Rural, SS (I-X) ,Social welfare Department,89,43,0
MADURAI,Urban , SS (I-X) ,Social welfare Department,44,29,0
MADURAI,Rural,SS (VI-X),Social welfare Department,765,517,0
MADURAI,Urban ,SS (VI-X),Social welfare Department,47,30,0
MADURAI,Rural,UPS (I-VIII) ,Social welfare Department,304,0,0
MADURAI,Urban ,UPS (I-VIII) ,Social welfare Department,22,0,0
MADURAI,Rural, HSS (VI-XII),Tribal Welfare Department,268,253,302
MADURAI,Rural,PS (I-V) ,Tribal Welfare Department,0,0,0
MADURAI,Rural,SS (VI-X),Tribal Welfare Department,128,99,0
MADURAI,Rural,UPS (I-VIII) ,Tribal Welfare Department,72,0,0
MADURAI,Urban ,HSS (I-XII),Unrecognized,5,0,0
MADURAI,Rural,PS (I-V) ,Unrecognized,0,0,0
MADURAI,Urban ,PS (I-V) ,Unrecognized,0,0,0
MADURAI,Rural,UPS (I-VIII) ,Unrecognized,170,0,0
NAGAPATTINAM,Rural,HSS (I-XII),Department of Education,692,717,808
NAGAPATTINAM,Urban ,HSS (I-XII),Department of Education,351,410,344
NAGAPATTINAM,Rural, HSS (VI-XII),Department of Education,8282,9177,11672
NAGAPATTINAM,Urban , HSS (VI-XII),Department of Education,1317,2219,3633
NAGAPATTINAM,Rural,PS (I-V) ,Department of Education,0,0,0
NAGAPATTINAM,Urban ,PS (I-V) ,Department of Education,0,0,0
NAGAPATTINAM,Rural,SS (VI-X),Department of Education,8912,6829,0
NAGAPATTINAM,Urban ,SS (VI-X),Department of Education,880,626,0
NAGAPATTINAM,Rural,UPS (I-VIII) ,Department of Education,8859,0,0
NAGAPATTINAM,Urban ,UPS (I-VIII) ,Department of Education,936,0,0
NAGAPATTINAM,Rural,HSS (I-XII),Government Aided,1,1,0
NAGAPATTINAM,Urban ,HSS (I-XII),Government Aided,10,17,26
NAGAPATTINAM,Rural, HSS (VI-XII),Government Aided,2670,2639,2835
NAGAPATTINAM,Urban , HSS (VI-XII),Government Aided,7482,7486,7285
NAGAPATTINAM,Rural,PS (I-V) ,Government Aided,0,0,0
NAGAPATTINAM,Urban ,PS (I-V) ,Government Aided,0,0,0
NAGAPATTINAM,Rural, SS (I-X) ,Government Aided,179,86,0
NAGAPATTINAM,Urban , SS (I-X) ,Government Aided,12,27,0
NAGAPATTINAM,Rural,SS (IX-X),Government Aided,0,123,0
NAGAPATTINAM,Rural,SS (VI-X),Government Aided,1936,1530,0
NAGAPATTINAM,Urban ,SS (VI-X),Government Aided,1063,818,0
NAGAPATTINAM,Rural,UPS (I-VIII) ,Government Aided,3361,0,0
NAGAPATTINAM,Urban ,UPS (I-VIII) ,Government Aided,1426,0,0
NAGAPATTINAM,Rural,UPS (VI-VIII) ,Government Aided,189,0,0
NAGAPATTINAM,Urban ,UPS (VI-VIII) ,Government Aided,104,0,0
NAGAPATTINAM,Urban , HSS (VI-XII),Local body,636,680,1861
NAGAPATTINAM,Urban ,PS (I-V) ,Local body,0,0,0
NAGAPATTINAM,Urban ,SS (VI-X),Local body,77,91,0
NAGAPATTINAM,Urban ,UPS (I-VIII) ,Local body,514,0,0
NAGAPATTINAM,Rural,UPS (I-VIII) ,Other Govt. managed schools,42,0,0
NAGAPATTINAM,Rural,HSS (I-XII),Private Unaided (Recognized),6785,4052,3191
NAGAPATTINAM,Urban ,HSS (I-XII),Private Unaided (Recognized),7530,5269,5373
NAGAPATTINAM,Rural, HSS (VI-XII),Private Unaided (Recognized),501,413,496
NAGAPATTINAM,Rural,PS (I-V) ,Private Unaided (Recognized),0,0,0
NAGAPATTINAM,Urban ,PS (I-V) ,Private Unaided (Recognized),0,0,0
NAGAPATTINAM,Rural, SS (I-X) ,Private Unaided (Recognized),1166,731,0
NAGAPATTINAM,Urban , SS (I-X) ,Private Unaided (Recognized),872,431,0
NAGAPATTINAM,Rural,UPS (I-VIII) ,Private Unaided (Recognized),273,0,0
NAGAPATTINAM,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),54,0,0
NAGAPATTINAM,Rural, HSS (VI-XII),Tribal Welfare Department,232,272,288
NAGAPATTINAM,Rural,PS (I-V) ,Tribal Welfare Department,0,0,0
NAGAPATTINAM,Urban ,PS (I-V) ,Tribal Welfare Department,0,0,0
NAGAPATTINAM,Rural,SS (VI-X),Tribal Welfare Department,97,60,0
NAGAPATTINAM,Urban ,SS (VI-X),Tribal Welfare Department,14,20,0
NAGAPATTINAM,Rural,UPS (I-VIII) ,Tribal Welfare Department,19,0,0
NAGAPATTINAM,Rural,PS (I-V) ,Unrecognized,0,0,0
NAGAPATTINAM,Urban ,PS (I-V) ,Unrecognized,0,0,0
NAGAPATTINAM,Rural,UPS (I-VIII) ,Unrecognized,0,0,0
NAMAKKAL,Rural,HSS (I-XII),Department of Education,322,227,252
NAMAKKAL,Rural, HSS (VI-XII),Department of Education,11943,10658,11342
NAMAKKAL,Urban , HSS (VI-XII),Department of Education,7258,7598,9094
NAMAKKAL,Rural,PS (I-V) ,Department of Education,0,0,0
NAMAKKAL,Urban ,PS (I-V) ,Department of Education,0,0,0
NAMAKKAL,Rural,SS (VI-X),Department of Education,5831,3602,0
NAMAKKAL,Urban ,SS (VI-X),Department of Education,1380,830,0
NAMAKKAL,Rural,UPS (I-VIII) ,Department of Education,5798,0,0
NAMAKKAL,Urban ,UPS (I-VIII) ,Department of Education,1590,0,0
NAMAKKAL,Rural, HSS (VI-XII),Government Aided,1265,1221,1527
NAMAKKAL,Urban , HSS (VI-XII),Government Aided,1724,1717,1588
NAMAKKAL,Rural,PS (I-V) ,Government Aided,0,0,0
NAMAKKAL,Urban ,PS (I-V) ,Government Aided,0,0,0
NAMAKKAL,Rural, SS (I-X) ,Government Aided,87,79,0
NAMAKKAL,Rural,SS (VI-X),Government Aided,698,527,0
NAMAKKAL,Urban ,SS (VI-X),Government Aided,249,193,0
NAMAKKAL,Rural,UPS (I-VIII) ,Government Aided,514,0,0
NAMAKKAL,Urban ,UPS (I-VIII) ,Government Aided,467,0,0
NAMAKKAL,Urban ,PS (I-V) ,Local body,0,0,0
NAMAKKAL,Urban ,SS (VI-X),Local body,1184,799,0
NAMAKKAL,Urban ,UPS (I-VIII) ,Local body,1169,0,0
NAMAKKAL,Rural,UPS (I-VIII) ,Other Govt. managed schools,91,0,0
NAMAKKAL,Rural,HSS (I-XII),Private Unaided (Recognized),11620,8459,9299
NAMAKKAL,Urban ,HSS (I-XII),Private Unaided (Recognized),4452,3452,5229
NAMAKKAL,Rural, HSS (VI-XII),Private Unaided (Recognized),1405,1581,3465
NAMAKKAL,Urban , HSS (VI-XII),Private Unaided (Recognized),291,441,1439
NAMAKKAL,Rural,PS (I-V) ,Private Unaided (Recognized),0,0,0
NAMAKKAL,Urban ,PS (I-V) ,Private Unaided (Recognized),0,0,0
NAMAKKAL,Rural, SS (I-X) ,Private Unaided (Recognized),2512,1688,0
NAMAKKAL,Urban , SS (I-X) ,Private Unaided (Recognized),1651,938,0
NAMAKKAL,Rural,SS (VI-X),Private Unaided (Recognized),68,61,0
NAMAKKAL,Rural,UPS (I-VIII) ,Private Unaided (Recognized),47,0,0
NAMAKKAL,Urban ,UPS (I-VIII) ,Private Unaided (Recognized),10,0,0
NAMAKKAL,Rural,HSS (I-XII),Social welfare Department,6,18,16
NAMAKKAL,Rural, HSS (VI-XII),Tribal Welfare Department,867,984,938
NAMAKKAL,Rural,PS (I-V) ,Tribal Welfare Department,0,0,0
NAMAKKAL,Rural,SS (VI-X),Tribal Welfare Department,78,48,0
NAMAKKAL,Urban ,HSS (I-XII),Unrecognized,4,0,0
NAMAKKAL,Rural,PS (I-V) ,Unrecognized,0,0,0
NAMAKKAL,Urban ,PS (I-V) ,Unrecognized,0,0,0
